message,prediction
WARNING: Your electricity bill is overdue. Call 9876543210 immediately to avoid service suspension.,fraud
ACTION REQUIRED: Your electricity connection is under threat! Call 1234567890 now to settle the pending payment.,fraud
NOTICE: Your electricity bill payment is due. Call 5554443332 now to prevent service interruption.,fraud
"CRITICAL: Your electricity bill of Rs. 3,900 is overdue. Call 1112223334 urgently to avoid disconnection.",fraud
URGENT NOTICE: Your electricity payment is pending. Call 9876543210 now to avoid disconnection.,fraud
ALERT: Your electricity bill is overdue. Call 1234567890 immediately to avoid service suspension.,fraud
IMPORTANT: Your electricity connection is at risk! Call 5554443332 now to make the payment and prevent disconnection.,fraud
"Your electricity payment of Rs. 4,300 is pending. Call 1112223334 urgently to avoid power cutoff.",fraud
WARNING: Your electricity bill is overdue. Call 9876543210 immediately to avoid service suspension.,fraud
ACTION REQUIRED: Your electricity connection is under threat! Call 1234567890 now to settle the pending payment.,fraud
NOTICE: Your electricity bill payment is due. Call 5554443332 now to prevent service interruption.,fraud
"CRITICAL: Your electricity bill of Rs. 4,800 is overdue. Call 1112223334 urgently to avoid disconnection.",fraud
"Job Opportunity: Urgent Hiring! Earn Rs. 13,500 working with our team. Dial 6547243578 for details.",fraud
"Limited Slots Available! Join our team and get paid Rs. 13,500 for your skills. Call 6547243578 to apply.",fraud
"Congratulations! You are selected for a well-paying job opportunity. Earn Rs. 13,500. Dial 6547243578 for more info.",fraud
"Exciting Job Offer: Work with us and receive Rs. 13,500 as a monthly salary. Call 6547243578 to secure your position.",fraud
"Job Alert: Immediate vacancy with Rs. 13,500 salary. Dial 6547243578 now to apply and start earning.",fraud
"Job Opportunity: Join our workforce and earn Rs. 13,500 per month. Call 6547243578 for further details.",fraud
"Your Dream Job Awaits! Get paid Rs. 13,500 monthly. Contact 6547243578 to begin your journey.",fraud
"Work with us and earn Rs. 13,500 every month. Dial 6547243578 to grab this lucrative offer.",fraud
"Job Opening: Rs. 13,500 per month salary. Call 6547243578 to know more about this fantastic opportunity.",fraud
"Great News! We are hiring, and you can earn Rs. 13,500 monthly. Dial 6547243578 to apply now.",fraud
"Job Alert: Immediate requirement for a worker with a monthly salary of Rs. 13,500. Call 6547243578 for details.",fraud
"Hiring Now: Join us and get rewarded with a monthly income of Rs. 13,500. Dial 6547243578 to get started.",fraud
"Congratulations! You have been shortlisted for a job with Rs. 13,500 salary. Call 6547243578 to proceed.",fraud
"Job Opportunity: Work with us and earn a guaranteed Rs. 13,500 per month. Dial 6547243578 to secure your position.",fraud
"Limited Time Offer! Don't miss this chance to earn Rs. 13,500 monthly. Contact 6547243578 for more information.",fraud
"Job Opening: Earn Rs. 13,500 per month with our company. Call 6547243578 to apply and start earning.",fraud
" Good News! We are hiring, and you can make Rs. 13,500 every month. Dial 6547243578 for further details.",fraud
"Job Alert: Immediate requirement for a worker with a monthly salary of Rs. 13,500. Call 6547243578 to apply now.",fraud
"Hiring Now: Join us and get rewarded with a monthly income of Rs. 13,500. Dial 6547243578 to secure your position.",fraud
"Congratulations! You have been shortlisted for a job with Rs. 13,500 salary. Call 6547243578 to proceed.",fraud
"Limited Time Offer! Don't miss this chance to earn Rs. 13,500 monthly. Contact 6547243578 for more information.",fraud
"Job Opening: Earn Rs. 13,500 per month with our company. Call 6547243578 to apply and start earning.",fraud
"Good News! We are hiring, and you can make Rs. 13,500 every month. Dial 6547243578 for further details.",fraud
"Job Alert: Immediate requirement for a worker with a monthly salary of Rs. 13,500. Call 6547243578 to apply now.",fraud
"Hiring Now: Join us and get rewarded with a monthly income of Rs. 13,500. Dial 6547243578 to secure your position.",fraud
"Congratulations! You have been shortlisted for a job with Rs. 13,500 salary. Call 6547243578 to proceed.",fraud
"Job Opportunity: Work with us and earn a guaranteed Rs. 13,500 per month. Dial 6547243578 for details.",fraud
"Limited Time Offer! Don't miss this chance to earn Rs. 13,500 monthly. Contact 6547243578 for more information.",fraud
"Job Opening: Earn Rs. 13,500 per month with our company. Call 6547243578 to apply and start earning.",fraud
"Good News! We are hiring, and you can make Rs. 13,500 every month. Dial 6547243578 for further details.",fraud
"Job Alert: Immediate requirement for a worker with a monthly salary of Rs. 13,500. Call 6547243578 to apply now.",fraud
"Hiring Now: Join us and get rewarded with a monthly income of Rs. 13,500. Dial 6547243578 to secure your position.",fraud
"Congratulations! You have been shortlisted for a job with Rs. 13,500 salary. Call 6547243578 to proceed.",fraud
"Job Opportunity: Work with us and earn a guaranteed Rs. 13,500 per month. Dial 6547243578 for details.",fraud
"Limited Time Offer! Don't miss this chance to earn Rs. 13,500 monthly. Contact 6547243578 for more information.",fraud
"Job Opening: Earn Rs. 13,500 per month with our company. Call 6547243578 to apply and start earning.",fraud
"Good News! We are hiring, and you can make Rs. 13,500 every month. Dial 6547243578 for further details.",fraud
"Job Alert: Immediate requirement for a worker with a monthly salary of Rs. 13,500. Call 6547243578 to apply now.",fraud
"Hiring Now: Join us and get rewarded with a monthly income of Rs. 13,500. Dial 6547243578 to secure your position.",fraud
Upgrade to WhatsApp Gold now and enjoy exclusive features! Click here to download: whatsappgoldupgrade.com,phishing
"Get WhatsApp Gold, the special edition with advanced functionalities. Download now: goldwhatsappplus.com",phishing
WhatsApp Gold is here! Upgrade now for enhanced messaging experience. Download at goldwhatsappupgrade.com,phishing
Exclusive WhatsApp Gold edition is out! Upgrade today for exciting new features: goldwhatsapp.com,phishing
Upgrade to WhatsApp Gold for free and unlock hidden features. Download now: whatsappgoldplus.com,phishing
Experience WhatsApp Gold with premium features! Click here to upgrade: goldwhatsapplatest.com,phishing
Get the special WhatsApp Gold app with advanced functionalities. Download now at goldwhatsappdownload.com,phishing
WhatsApp Gold is the latest version with exclusive features. Upgrade now: whatsappgoldlatest.com,phishing
Upgrade to WhatsApp Gold and access amazing features. Download now at whatsappgoldupgrade.com,phishing
Get WhatsApp Gold for free and enjoy new features. Download at goldwhatsappplus.com,phishing
Exciting news! WhatsApp Gold is now available. Upgrade today: goldwhatsapp.com,phishing
Unlock exclusive features with WhatsApp Gold. Download now at goldwhatsappplus.com,phishing
Upgrade to WhatsApp Gold for better messaging. Click here to download: goldwhatsapplatest.com,phishing
Experience WhatsApp Gold with advanced features. Download now at goldwhatsappdownload.com,phishing
Upgrade to WhatsApp Gold and enjoy premium features. Download at whatsappgoldlatest.com,phishing
WhatsApp Gold is the new edition with exciting features. Upgrade now: whatsappgoldupgrade.com,phishing
Get the special WhatsApp Gold app for free. Download now at goldwhatsappplus.com,phishing
Upgrade to WhatsApp Gold and access exclusive features. Download at goldwhatsapp.com,phishing
WhatsApp Gold is now available for enhanced messaging. Upgrade today: whatsappgoldplus.com,phishing
Unlock hidden features with WhatsApp Gold. Download now at goldwhatsapplatest.com,phishing
Upgrade to WhatsApp Gold and experience new functionalities. Click here to download: whatsappgolddownload.com,phishing
Experience WhatsApp Gold with premium features. Download now at goldwhatsappupgrade.com,phishing
WhatsApp Gold is the latest version with exciting updates. Upgrade now: whatsappgoldplus.com,phishing
Upgrade to WhatsApp Gold for advanced messaging. Download at goldwhatsapplatest.com,phishing
